TIMESTAMP,SAMPLES_ECG1,SAMPLES_SAT,SAMPLES_ABP,RATE_ECG1,RATE_SAT,RATE_ABP
'2015-01-10T17:20:55.616',0.87,2.206,44.008,,,
'2015-01-10T17:20:55.624',0.865,2.204,43.569,,,
'2015-01-10T17:20:55.632',0.875,2.201,43.227,,,
'2015-01-10T17:20:55.640',0.88,2.199,42.836,,,
'2015-01-10T17:20:55.648',0.875,2.196,42.543,,,
'2015-01-10T17:20:55.656',0.885,2.195,42.152,,,
'2015-01-10T17:20:55.664',0.88,2.193,41.859,,,
'2015-01-10T17:20:55.672',0.891,2.191,41.566,,,
'2015-01-10T17:20:55.680',0.885,2.189,41.224,,,
'2015-01-10T17:20:55.688',0.9,2.187,40.931,,,
'2015-01-10T17:20:55.696',0.835,2.184,40.541,,,
'2015-01-10T17:20:55.704',1.151,2.181,40.247,,,
'2015-01-10T17:20:55.712',1.501,2.178,40.003,,,
'2015-01-10T17:20:55.720',1.501,2.175,39.759,,,
'2015-01-10T17:20:55.728',1.501,2.173,39.466,,,
'2015-01-10T17:20:55.736',1.501,2.171,39.222,,,
'2015-01-10T17:20:55.744',0.905,2.169,39.026,,,
'2015-01-10T17:20:55.752',0.695,2.167,38.782,,,
'2015-01-10T17:20:55.760',0.655,2.165,38.587,,,
'2015-01-10T17:20:55.768',0.65,2.162,38.343,,,
'2015-01-10T17:20:55.776',0.66,2.159,38.196,,,
'2015-01-10T17:20:55.784',0.65,2.156,38.001,,,
'2015-01-10T17:20:55.792',0.645,2.154,37.805,,,
'2015-01-10T17:20:55.800',0.645,2.152,37.659,,,
'2015-01-10T17:20:55.808',0.65,2.151,37.463,,,
'2015-01-10T17:20:55.816',0.66,2.149,37.366,,,
'2015-01-10T17:20:55.824',0.665,2.148,37.121,,,
'2015-01-10T17:20:55.832',0.67,2.147,36.877,,,
'2015-01-10T17:20:55.840',0.65,2.146,36.633,,,
'2015-01-10T17:20:55.848',0.68,2.145,36.34,,,
'2015-01-10T17:20:55.856',0.655,2.144,36.193,,,
'2015-01-10T17:20:55.864',0.65,2.142,36.047,,,
'2015-01-10T17:20:55.872',0.65,2.141,35.9,,,
'2015-01-10T17:20:55.880',0.665,2.14,35.803,,,
'2015-01-10T17:20:55.888',0.675,2.139,35.607,,,
'2015-01-10T17:20:55.896',0.67,2.138,35.412,,,
'2015-01-10T17:20:55.904',0.68,2.136,35.119,,,
'2015-01-10T17:20:55.912',0.675,2.135,34.777,,,
'2015-01-10T17:20:55.920',0.695,2.134,34.484,,,
'2015-01-10T17:20:55.928',0.7,2.133,34.24,,,
'2015-01-10T17:20:55.936',0.71,2.131,34.337,,,
'2015-01-10T17:20:55.944',0.72,2.13,35.314,,,
'2015-01-10T17:20:55.952',0.745,2.129,37.903,,,
'2015-01-10T17:20:55.960',0.76,2.129,42.787,,,
'2015-01-10T17:20:55.968',0.795,2.128,49.967,,,
'2015-01-10T17:20:55.976',0.83,2.128,58.759,,,
'2015-01-10T17:20:55.984',0.865,2.128,67.796,,,
'2015-01-10T17:20:55.992',0.9,2.128,76.05,,,
'2015-01-10T17:20:56.000',0.935,2.128,82.839,,,
'2015-01-10T17:20:56.008',0.97,2.128,88.163,,,
'2015-01-10T17:20:56.016',1.005,2.128,92.364,,,
'2015-01-10T17:20:56.024',1.041,2.127,96.076,,,
'2015-01-10T17:20:56.032',1.061,2.126,99.739,,,
'2015-01-10T17:20:56.040',1.065,2.125,103.452,,,
'2015-01-10T17:20:56.048',1.061,2.125,107.115,,,
'2015-01-10T17:20:56.056',1.035,2.125,110.485,,,
'2015-01-10T17:20:56.064',1.015,2.124,113.367,,,
'2015-01-10T17:20:56.072',0.985,2.123,115.565,,,
'2015-01-10T17:20:56.080',0.96,2.123,116.933,,,
'2015-01-10T17:20:56.088',0.95,2.123,117.421,,,
'2015-01-10T17:20:56.096',0.93,2.123,117.226,,,
'2015-01-10T17:20:56.104',0.93,2.123,116.493,,,
'2015-01-10T17:20:56.112',0.925,2.123,115.37,,,
'2015-01-10T17:20:56.120',0.91,2.123,114.051,,,
'2015-01-10T17:20:56.128',0.92,2.123,112.537,,,
'2015-01-10T17:20:56.136',0.925,2.123,110.827,,,
'2015-01-10T17:20:56.144',0.91,2.123,108.727,,,
'2015-01-10T17:20:56.152',0.935,2.123,106.285,,,
'2015-01-10T17:20:56.160',0.92,2.123,103.549,,,
'2015-01-10T17:20:56.168',0.945,2.123,100.57,,,
'2015-01-10T17:20:56.176',0.985,2.123,97.444,,,
'2015-01-10T17:20:56.184',1.055,1.982,94.367,,,
'2015-01-10T17:20:56.192',1.115,1.772,91.289,,,
'2015-01-10T17:20:56.200',1.186,1.667,88.261,,,
'2015-01-10T17:20:56.208',1.236,1.613,85.135,,,
'2015-01-10T17:20:56.216',1.346,1.587,81.911,,,
'2015-01-10T17:20:56.224',1.501,1.573,78.541,,,
'2015-01-10T17:20:56.232',1.501,1.566,75.122,,,
'2015-01-10T17:20:56.240',1.501,1.563,71.605,,,
'2015-01-10T17:20:56.248',1.501,1.563,68.235,,,
'2015-01-10T17:20:56.256',1.501,1.565,65.304,,,
'2015-01-10T17:20:56.264',1.501,1.569,62.911,,,
'2015-01-10T17:20:56.272',1.501,1.574,61.153,,,
'2015-01-10T17:20:56.280',1.501,1.58,59.98,,,
'2015-01-10T17:20:56.288',1.501,1.587,59.15,,,
'2015-01-10T17:20:56.296',1.501,1.598,58.613,,,
'2015-01-10T17:20:56.304',1.24,1.61,57.978,,,
'2015-01-10T17:20:56.312',0.695,1.623,57.294,,,
'2015-01-10T17:20:56.320',0.445,1.636,56.561,,,
'2015-01-10T17:20:56.328',0.33,1.651,55.78,,,
'2015-01-10T17:20:56.336',0.3,1.667,54.998,,,
'2015-01-10T17:20:56.344',0.28,1.681,54.315,,,
'2015-01-10T17:20:56.352',0.285,1.695,53.68,,,
'2015-01-10T17:20:56.360',0.275,1.707,53.093,,,
'2015-01-10T17:20:56.368',0.27,1.72,52.654,,,
'2015-01-10T17:20:56.376',0.26,1.736,52.214,,,
'2015-01-10T17:20:56.384',0.23,1.751,51.775,,,
'2015-01-10T17:20:56.392',0.225,1.765,51.482,,,
'2015-01-10T17:20:56.400',0.225,1.78,51.189,,,
'2015-01-10T17:20:56.408',0.18,1.794,50.847,,,
'2015-01-10T17:20:56.416',0.17,1.806,50.554,,,
'2015-01-10T17:20:56.424',0.135,1.818,50.309,,,
'2015-01-10T17:20:56.432',0.105,1.827,50.065,,,
'2015-01-10T17:20:56.440',0.075,1.835,49.821,,,
'2015-01-10T17:20:56.448',0.024,1.841,49.626,,,
'2015-01-10T17:20:56.456',-0.025,1.845,49.381,,,
'2015-01-10T17:20:56.464',-0.061,1.848,49.088,,,
'2015-01-10T17:20:56.472',-0.11,1.85,48.746,,,
'2015-01-10T17:20:56.480',-0.151,1.851,48.356,,,
'2015-01-10T17:20:56.488',-0.186,1.851,47.867,,,
'2015-01-10T17:20:56.496',-0.211,1.85,47.232,,,
'2015-01-10T17:20:56.504',-0.216,1.848,46.5,,,
'2015-01-10T17:20:56.512',-0.171,1.845,45.718,,,
'2015-01-10T17:20:56.520',-0.09,1.839,45.278,,,
'2015-01-10T17:20:56.528',0.02,1.832,45.718,,,
'2015-01-10T17:20:56.536',0.165,1.825,47.623,,,
'2015-01-10T17:20:56.544',0.35,1.817,51.237,,,
'2015-01-10T17:20:56.552',0.525,1.81,56.561,,,
'2015-01-10T17:20:56.560',0.695,1.803,62.911,,,
'2015-01-10T17:20:56.568',0.86,1.793,69.407,,,
'2015-01-10T17:20:56.576',0.985,1.783,75.171,,,
'2015-01-10T17:20:56.584',1.086,1.774,79.616,,,
'2015-01-10T17:20:56.592',1.135,1.764,82.693,,,
'2015-01-10T17:20:56.600',1.155,1.756,84.744,,,
'2015-01-10T17:20:56.608',1.16,1.747,86.112,,,
'2015-01-10T17:20:56.616',1.12,1.739,87.187,,,
'2015-01-10T17:20:56.624',1.095,1.732,88.066,,,
'2015-01-10T17:20:56.632',1.09,1.725,88.847,,,
'2015-01-10T17:20:56.640',1.081,1.718,89.482,,,
'2015-01-10T17:20:56.648',1.065,1.713,89.824,,,
'2015-01-10T17:20:56.656',1.045,1.707,89.824,,,
'2015-01-10T17:20:56.664',1.045,1.701,89.287,,,
'2015-01-10T17:20:56.672',1.035,1.695,88.359,,,
'2015-01-10T17:20:56.680',1.041,1.689,87.04,,,
'2015-01-10T17:20:56.688',1.025,1.684,85.282,,,
'2015-01-10T17:20:56.696',1.03,1.679,83.133,,,
'2015-01-10T17:20:56.704',1.01,1.674,80.593,,,
'2015-01-10T17:20:56.712',1.01,1.668,77.662,,,
'2015-01-10T17:20:56.720',1.005,1.662,74.438,,,
'2015-01-10T17:20:56.728',1.01,1.656,70.97,,,
'2015-01-10T17:20:56.736',1.005,1.651,67.502,,,
'2015-01-10T17:20:56.744',0.99,1.646,64.035,,,
'2015-01-10T17:20:56.752',0.99,1.643,61.006,,,
'2015-01-10T17:20:56.760',0.976,1.641,58.417,,,
'2015-01-10T17:20:56.768',0.976,1.638,56.561,,,
'2015-01-10T17:20:56.776',0.965,1.635,55.243,,,
'2015-01-10T17:20:56.784',0.97,1.632,54.412,,,
'2015-01-10T17:20:56.792',0.956,1.63,53.973,,,
'2015-01-10T17:20:56.800',0.956,1.629,53.728,,,
'2015-01-10T17:20:56.808',0.95,1.627,53.533,,,
'2015-01-10T17:20:56.816',0.945,1.625,53.338,,,
'2015-01-10T17:20:56.824',0.94,1.624,53.093,,,
'2015-01-10T17:20:56.832',0.956,1.624,52.8,,,
'2015-01-10T17:20:56.840',0.956,1.626,52.556,,,
'2015-01-10T17:20:56.848',0.96,1.63,52.214,,,
'2015-01-10T17:20:56.856',0.98,1.633,51.97,,,
'2015-01-10T17:20:56.864',1,1.639,51.677,,,
'2015-01-10T17:20:56.872',1,1.646,51.433,,,
'2015-01-10T17:20:56.880',1.005,1.653,51.091,,,
'2015-01-10T17:20:56.888',1.01,1.661,50.798,,,
'2015-01-10T17:20:56.896',1,1.669,50.407,,,
'2015-01-10T17:20:56.904',1,1.676,50.114,,,
'2015-01-10T17:20:56.912',1.025,1.684,49.723,,,
'2015-01-10T17:20:56.920',1.005,1.692,49.284,,,
'2015-01-10T17:20:56.928',0.93,1.7,48.844,,,
'2015-01-10T17:20:56.936',0.87,1.707,48.404,,,
'2015-01-10T17:20:56.944',0.86,1.713,48.063,,,
'2015-01-10T17:20:56.952',0.84,1.717,47.721,,,
'2015-01-10T17:20:56.960',0.835,1.721,47.379,,,
'2015-01-10T17:20:56.968',0.835,1.725,47.037,,,
'2015-01-10T17:20:56.976',0.835,1.728,46.744,,,
'2015-01-10T17:20:56.984',0.83,1.729,46.353,,,
'2015-01-10T17:20:56.992',0.815,1.729,46.06,,,
'2015-01-10T17:20:57.000',0.82,1.728,45.718,,,
'2015-01-10T17:20:57.008',0.815,1.727,45.425,,,
'2015-01-10T17:20:57.016',0.81,1.726,45.034,,,
'2015-01-10T17:20:57.024',0.815,1.724,44.741,,,
'2015-01-10T17:20:57.032',0.805,1.722,44.35,,,
'2015-01-10T17:20:57.040',0.75,1.72,44.057,,,
'2015-01-10T17:20:57.048',1.045,1.718,43.715,,,
'2015-01-10T17:20:57.056',1.501,1.715,43.471,,,
'2015-01-10T17:20:57.064',1.501,1.711,43.227,,,
'2015-01-10T17:20:57.072',1.501,1.706,42.983,,,
'2015-01-10T17:20:57.080',1.496,1.699,42.739,,,
'2015-01-10T17:20:57.088',0.775,1.692,42.494,,,
'2015-01-10T17:20:57.096',0.605,1.686,42.299,,,
'2015-01-10T17:20:57.104',0.58,1.681,42.104,,,
'2015-01-10T17:20:57.112',0.59,1.676,42.006,,,
'2015-01-10T17:20:57.120',0.6,1.673,41.81,,,
'2015-01-10T17:20:57.128',0.6,1.669,41.615,,,
'2015-01-10T17:20:57.136',0.61,1.664,41.42,,,
'2015-01-10T17:20:57.144',0.615,1.659,41.176,,,
'2015-01-10T17:20:57.152',0.625,1.655,40.882,,,
'2015-01-10T17:20:57.160',0.64,1.65,40.541,,,
'2015-01-10T17:20:57.168',0.63,1.645,40.296,,,
'2015-01-10T17:20:57.176',0.64,1.641,40.052,,,
'2015-01-10T17:20:57.184',0.645,1.638,39.808,,,
'2015-01-10T17:20:57.192',0.655,1.636,39.661,,,
'2015-01-10T17:20:57.200',0.645,1.634,39.466,,,
'2015-01-10T17:20:57.208',0.65,1.632,39.222,,,
'2015-01-10T17:20:57.216',0.67,1.63,38.978,,,
'2015-01-10T17:20:57.224',0.665,1.629,38.733,,,
'2015-01-10T17:20:57.232',0.67,1.627,38.343,,,
'2015-01-10T17:20:57.240',0.67,1.625,37.903,,,
'2015-01-10T17:20:57.248',0.68,1.623,37.561,,,
'2015-01-10T17:20:57.256',0.685,1.622,37.17,,,
'2015-01-10T17:20:57.264',0.685,1.62,36.877,,,
'2015-01-10T17:20:57.272',0.695,1.618,36.731,,,
'2015-01-10T17:20:57.280',0.695,1.615,36.926,,,
'2015-01-10T17:20:57.288',0.72,1.613,37.805,,,
'2015-01-10T17:20:57.296',0.74,1.611,40.101,,,
'2015-01-10T17:20:57.304',0.755,1.608,44.497,,,
'2015-01-10T17:20:57.312',0.78,1.605,51.189,,,
'2015-01-10T17:20:57.320',0.815,1.603,59.59,,,
'2015-01-10T17:20:57.328',0.85,1.6,68.675,,,
'2015-01-10T17:20:57.336',0.885,1.596,77.32,,,
'2015-01-10T17:20:57.344',0.925,1.593,84.598,,,
'2015-01-10T17:20:57.352',0.96,1.59,90.41,,,
'2015-01-10T17:20:57.360',0.996,1.587,94.855,,,
'2015-01-10T17:20:57.368',1.021,1.585,98.665,,,
'2015-01-10T17:20:57.376',1.035,1.583,102.231,,,
'2015-01-10T17:20:57.384',1.025,1.582,105.943,,,
'2015-01-10T17:20:57.392',1,1.582,109.508,,,
'2015-01-10T17:20:57.400',0.97,1.582,112.683,,,
'2015-01-10T17:20:57.408',0.94,1.582,115.125,,,
'2015-01-10T17:20:57.416',0.92,1.581,116.64,,,
'2015-01-10T17:20:57.424',0.885,1.578,117.226,,,
'2015-01-10T17:20:57.432',0.88,1.575,117.177,,,
'2015-01-10T17:20:57.440',0.865,1.571,116.64,,,
'2015-01-10T17:20:57.448',0.865,1.568,115.663,,,
'2015-01-10T17:20:57.456',0.865,1.566,114.539,,,
'2015-01-10T17:20:57.464',0.87,1.563,113.172,,,
'2015-01-10T17:20:57.472',0.87,1.56,111.56,,,
'2015-01-10T17:20:57.480',0.865,1.558,109.606,,,
'2015-01-10T17:20:57.488',0.88,1.556,107.408,,,
'2015-01-10T17:20:57.496',0.915,1.555,105.063,,,
'2015-01-10T17:20:57.504',0.935,1.554,102.426,,,
'2015-01-10T17:20:57.512',0.96,1.552,99.739,,,
'2015-01-10T17:20:57.520',0.965,1.55,96.858,,,
'2015-01-10T17:20:57.528',0.956,1.546,93.878,,,
'2015-01-10T17:20:57.536',0.976,1.543,90.801,,,
'2015-01-10T17:20:57.544',0.98,1.54,87.626,,,
'2015-01-10T17:20:57.552',0.985,1.538,84.305,,,
'2015-01-10T17:20:57.560',1.01,1.536,80.983,,,
'2015-01-10T17:20:57.568',1.015,1.535,77.662,,,
'2015-01-10T17:20:57.576',0.94,1.534,74.341,,,
'2015-01-10T17:20:57.584',0.905,1.535,71.215,,,
'2015-01-10T17:20:57.592',0.915,1.537,68.382,,,
'2015-01-10T17:20:57.600',0.93,1.54,65.842,,,
'2015-01-10T17:20:57.608',0.925,1.544,63.937,,,
'2015-01-10T17:20:57.616',0.956,1.55,62.423,,,
'2015-01-10T17:20:57.624',1.01,1.558,61.299,,,
'2015-01-10T17:20:57.632',1.12,1.567,60.469,,,
'2015-01-10T17:20:57.640',1.326,1.577,59.736,,,
'2015-01-10T17:20:57.648',1.501,1.587,59.052,,,
'2015-01-10T17:20:57.656',1.501,1.598,58.369,,,
'2015-01-10T17:20:57.664',1.501,1.612,57.538,,,
'2015-01-10T17:20:57.672',1.501,1.628,56.806,,,
'2015-01-10T17:20:57.680',1.501,1.643,55.975,,,
'2015-01-10T17:20:57.688',1.501,1.661,55.291,,,
'2015-01-10T17:20:57.696',1.501,1.678,54.754,,,
'2015-01-10T17:20:57.704',1.501,1.696,54.217,,,
'2015-01-10T17:20:57.712',1.501,1.713,53.777,,,
'2015-01-10T17:20:57.720',1.396,1.728,53.484,,,
'2015-01-10T17:20:57.728',0.745,1.744,53.093,,,
'2015-01-10T17:20:57.736',0.415,1.758,52.654,,,
'2015-01-10T17:20:57.744',0.29,1.768,52.117,,,
'2015-01-10T17:20:57.752',0.24,1.778,51.628,,,
'2015-01-10T17:20:57.760',0.22,1.789,51.091,,,
'2015-01-10T17:20:57.768',0.215,1.801,50.798,,,
'2015-01-10T17:20:57.776',0.21,1.811,50.554,,,
'2015-01-10T17:20:57.784',0.205,1.821,50.358,,,
'2015-01-10T17:20:57.792',0.2,1.828,50.163,,,
'2015-01-10T17:20:57.800',0.19,1.833,49.87,,,
'2015-01-10T17:20:57.808',0.18,1.836,49.43,,,
'2015-01-10T17:20:57.816',0.165,1.836,48.942,,,
'2015-01-10T17:20:57.824',0.15,1.833,48.258,,,
'2015-01-10T17:20:57.832',0.13,1.829,47.525,,,
'2015-01-10T17:20:57.840',0.109,1.825,46.939,,,
'2015-01-10T17:20:57.848',0.075,1.821,46.402,,,
'2015-01-10T17:20:57.856',0.044,1.816,45.962,,,
'2015-01-10T17:20:57.864',0.02,1.81,45.718,,,
'2015-01-10T17:20:57.872',-0.025,1.804,45.474,,,
'2015-01-10T17:20:57.880',-0.065,1.796,45.181,,,
'2015-01-10T17:20:57.888',-0.1,1.788,44.79,,,
'2015-01-10T17:20:57.896',-0.146,1.779,44.35,,,
'2015-01-10T17:20:57.904',-0.191,1.77,44.057,,,
'2015-01-10T17:20:57.912',-0.22,1.761,44.106,,,
'2015-01-10T17:20:57.920',-0.245,1.755,45.034,,,
'2015-01-10T17:20:57.928',-0.256,1.748,47.525,,,
'2015-01-10T17:20:57.936',-0.24,1.741,51.726,,,
'2015-01-10T17:20:57.944',-0.175,1.736,57.587,,,
'2015-01-10T17:20:57.952',-0.09,1.731,64.474,,,
'2015-01-10T17:20:57.960',0.04,1.727,71.556,,,
'2015-01-10T17:20:57.968',0.195,1.723,78.199,,,
'2015-01-10T17:20:57.976',0.36,1.718,83.816,,,
'2015-01-10T17:20:57.984',0.525,1.713,88.261,,,
'2015-01-10T17:20:57.992',0.675,1.708,91.729,,,
'2015-01-10T17:20:58.000',0.82,1.703,94.611,,,
'2015-01-10T17:20:58.008',0.915,1.699,97.053,,,
'2015-01-10T17:20:58.016',0.98,1.694,99.446,,,
'2015-01-10T17:20:58.024',1.01,1.69,101.596,,,
'2015-01-10T17:20:58.032',1.021,1.686,103.5,,,
'2015-01-10T17:20:58.040',1.01,1.682,105.015,,,
'2015-01-10T17:20:58.048',1.015,1.678,106.04,,,
'2015-01-10T17:20:58.056',1,1.675,106.627,,,
'2015-01-10T17:20:58.064',0.99,1.672,106.822,,,
'2015-01-10T17:20:58.072',0.985,1.668,106.724,,,
'2015-01-10T17:20:58.080',0.976,1.664,106.382,,,
'2015-01-10T17:20:58.088',0.97,1.658,105.845,,,
'2015-01-10T17:20:58.096',0.97,1.652,105.161,,,
'2015-01-10T17:20:58.104',0.965,1.646,104.233,,,
'2015-01-10T17:20:58.112',0.965,1.64,102.914,,,
'2015-01-10T17:20:58.120',0.956,1.634,101.303,,,
'2015-01-10T17:20:58.128',0.95,1.629,99.349,,,
'2015-01-10T17:20:58.136',0.956,1.624,97.004,,,
'2015-01-10T17:20:58.144',0.956,1.62,94.22,,,
'2015-01-10T17:20:58.152',0.97,1.617,91.192,,,
'2015-01-10T17:20:58.160',0.996,1.614,87.822,,,
'2015-01-10T17:20:58.168',1.015,1.609,84.109,,,
'2015-01-10T17:20:58.176',1.021,1.604,80.251,,,
'2015-01-10T17:20:58.184',1.021,1.599,76.197,,,
'2015-01-10T17:20:58.192',1.025,1.595,72.289,,,
'2015-01-10T17:20:58.200',1.03,1.591,68.821,,,
'2015-01-10T17:20:58.208',1.035,1.588,65.793,,,
'2015-01-10T17:20:58.216',1.065,1.587,63.497,,,
'2015-01-10T17:20:58.224',1.07,1.587,61.788,,,
'2015-01-10T17:20:58.232',1.005,1.619,60.664,,,
'2015-01-10T17:20:58.240',0.935,1.672,59.932,,,
'2015-01-10T17:20:58.248',0.91,1.705,59.345,,,
'2015-01-10T17:20:58.256',0.895,1.731,58.857,,,
'2015-01-10T17:20:58.264',0.885,1.758,58.369,,,
'2015-01-10T17:20:58.272',0.88,1.787,57.88,,,
'2015-01-10T17:20:58.280',0.885,1.819,57.245,,,
'2015-01-10T17:20:58.288',0.885,1.851,56.61,,,
'2015-01-10T17:20:58.296',0.885,1.884,56.073,,,
'2015-01-10T17:20:58.304',0.88,1.916,55.487,,,
'2015-01-10T17:20:58.312',0.88,1.95,54.998,,,
'2015-01-10T17:20:58.320',0.885,1.983,54.51,,,
'2015-01-10T17:20:58.328',0.88,2.017,53.973,,,
'2015-01-10T17:20:58.336',0.875,2.051,53.484,,,
'2015-01-10T17:20:58.344',0.86,2.078,52.947,,,
'2015-01-10T17:20:58.352',0.805,2.102,52.41,,,
'2015-01-10T17:20:58.360',1.021,2.127,51.775,,,
'2015-01-10T17:20:58.368',1.501,2.153,51.237,,,
'2015-01-10T17:20:58.376',1.501,2.179,50.651,,,
'2015-01-10T17:20:58.384',1.501,2.199,50.114,,,
'2015-01-10T17:20:58.392',1.501,2.217,49.528,,,
'2015-01-10T17:20:58.400',0.98,2.234,49.088,,,
'2015-01-10T17:20:58.408',0.725,2.249,48.746,,,
'2015-01-10T17:20:58.416',0.65,2.262,48.404,,,
'2015-01-10T17:20:58.424',0.64,2.272,48.16,,,
'2015-01-10T17:20:58.432',0.645,2.277,47.867,,,
'2015-01-10T17:20:58.440',0.64,2.279,47.525,,,
'2015-01-10T17:20:58.448',0.65,2.279,47.232,,,
'2015-01-10T17:20:58.456',0.65,2.274,46.939,,,
'2015-01-10T17:20:58.464',0.65,2.266,46.548,,,
'2015-01-10T17:20:58.472',0.655,2.255,46.158,,,
'2015-01-10T17:20:58.480',0.65,2.24,45.865,,,
'2015-01-10T17:20:58.488',0.66,2.224,45.474,,,
'2015-01-10T17:20:58.496',0.66,2.207,45.034,,,
'2015-01-10T17:20:58.504',0.67,2.189,44.692,,,
'2015-01-10T17:20:58.512',0.67,2.165,44.253,,,
'2015-01-10T17:20:58.520',0.665,2.14,43.862,,,
'2015-01-10T17:20:58.528',0.67,2.113,43.422,,,
'2015-01-10T17:20:58.536',0.67,2.087,43.032,,,
'2015-01-10T17:20:58.544',0.67,2.065,42.592,,,
'2015-01-10T17:20:58.552',0.67,2.046,42.152,,,
'2015-01-10T17:20:58.560',0.675,2.03,41.664,,,
'2015-01-10T17:20:58.568',0.67,2.016,41.127,,,
'2015-01-10T17:20:58.576',0.67,2.001,40.589,,,
'2015-01-10T17:20:58.584',0.68,1.988,40.247,,,
'2015-01-10T17:20:58.592',0.69,1.977,40.15,,,
'2015-01-10T17:20:58.600',0.71,1.966,40.785,,,
'2015-01-10T17:20:58.608',0.735,1.955,42.739,,,
'2015-01-10T17:20:58.616',0.77,1.943,46.548,,,
'2015-01-10T17:20:58.624',0.81,1.932,52.507,,,
'2015-01-10T17:20:58.632',0.86,1.919,60.176,,,
'2015-01-10T17:20:58.640',0.895,1.904,68.626,,,
'2015-01-10T17:20:58.648',0.94,1.889,76.685,,,
'2015-01-10T17:20:58.656',0.985,1.874,83.621,,,
'2015-01-10T17:20:58.664',1.025,1.859,89.189,,,
'2015-01-10T17:20:58.672',1.045,1.845,93.634,,,
'2015-01-10T17:20:58.680',1.07,1.834,97.248,,,
'2015-01-10T17:20:58.688',1.055,1.825,100.423,,,
'2015-01-10T17:20:58.696',1.025,1.818,103.452,,,
'2015-01-10T17:20:58.704',0.976,1.812,106.236,,,
'2015-01-10T17:20:58.712',0.94,1.806,108.727,,,
'2015-01-10T17:20:58.720',0.91,1.801,110.827,,,
'2015-01-10T17:20:58.728',0.891,1.795,112.39,,,
'2015-01-10T17:20:58.736',0.865,1.788,113.318,,,
'2015-01-10T17:20:58.744',0.86,1.78,113.66,,,
'2015-01-10T17:20:58.752',0.855,1.772,113.562,,,
'2015-01-10T17:20:58.760',0.86,1.763,113.123,,,
'2015-01-10T17:20:58.768',0.85,1.754,112.439,,,
'2015-01-10T17:20:58.776',0.845,1.743,111.609,,,
'2015-01-10T17:20:58.784',0.85,1.731,110.534,,,
'2015-01-10T17:20:58.792',0.86,1.719,109.362,,,
'2015-01-10T17:20:58.800',0.875,1.71,107.848,,,
'2015-01-10T17:20:58.808',0.895,1.702,106.138,,,
'2015-01-10T17:20:58.816',0.92,1.698,104.184,,,
'2015-01-10T17:20:58.824',0.935,1.696,102.133,,,
'2015-01-10T17:20:58.832',0.94,1.694,99.886,,,
'2015-01-10T17:20:58.840',0.945,1.691,97.346,,,
'2015-01-10T17:20:58.848',0.945,1.688,94.66,,,
'2015-01-10T17:20:58.856',0.956,1.684,91.778,,,
'2015-01-10T17:20:58.864',0.97,1.678,88.75,,,
'2015-01-10T17:20:58.872',1,1.67,85.477,,,
'2015-01-10T17:20:58.880',0.956,1.66,82.009,,,
'2015-01-10T17:20:58.888',0.885,1.651,78.297,,,
'2015-01-10T17:20:58.896',0.855,1.645,74.536,,,
'2015-01-10T17:20:58.904',0.86,1.642,70.97,,,
'2015-01-10T17:20:58.912',0.891,1.643,67.796,,,
'2015-01-10T17:20:58.920',0.905,1.652,65.109,,,
'2015-01-10T17:20:58.928',0.925,1.668,63.155,,,
'2015-01-10T17:20:58.936',0.96,1.688,61.739,,,
'2015-01-10T17:20:58.944',1.035,1.711,60.664,,,
'2015-01-10T17:20:58.952',1.16,1.736,59.883,,,
'2015-01-10T17:20:58.960',1.441,1.769,59.15,,,
'2015-01-10T17:20:58.968',1.501,1.807,58.564,,,
'2015-01-10T17:20:58.976',1.501,1.848,57.88,,,
'2015-01-10T17:20:58.984',1.501,1.891,57.245,,,
'2015-01-10T17:20:58.992',1.501,1.934,56.61,,,
'2015-01-10T17:20:59.000',1.501,1.974,55.975,,,
'2015-01-10T17:20:59.008',1.501,2.01,55.487,,,
'2015-01-10T17:20:59.016',1.501,2.046,54.998,,,
'2015-01-10T17:20:59.024',1.501,2.083,54.51,,,
'2015-01-10T17:20:59.032',1.501,2.12,54.07,,,
'2015-01-10T17:20:59.040',1.301,2.152,53.631,,,
'2015-01-10T17:20:59.048',0.685,2.18,53.191,,,
'2015-01-10T17:20:59.056',0.405,2.207,52.752,,,
'2015-01-10T17:20:59.064',0.29,2.234,52.361,,,
'2015-01-10T17:20:59.072',0.25,2.257,52.068,,,
'2015-01-10T17:20:59.080',0.245,2.28,51.677,,,
'2015-01-10T17:20:59.088',0.235,2.302,51.286,,,
'2015-01-10T17:20:59.096',0.23,2.325,50.944,,,
'2015-01-10T17:20:59.104',0.23,2.343,50.505,,,
'2015-01-10T17:20:59.112',0.225,2.357,50.114,,,
'2015-01-10T17:20:59.120',0.21,2.367,49.626,,,
'2015-01-10T17:20:59.128',0.205,2.371,49.088,,,
'2015-01-10T17:20:59.136',0.185,2.371,48.6,,,
'2015-01-10T17:20:59.144',0.16,2.367,48.063,,,
'2015-01-10T17:20:59.152',0.14,2.359,47.476,,,
'2015-01-10T17:20:59.160',0.12,2.348,46.988,,,
'2015-01-10T17:20:59.168',0.09,2.333,46.548,,,
'2015-01-10T17:20:59.176',0.055,2.316,46.109,,,
'2015-01-10T17:20:59.184',0.02,2.297,45.669,,,
'2015-01-10T17:20:59.192',-0.025,2.279,45.23,,,
'2015-01-10T17:20:59.200',-0.07,2.258,44.692,,,
